,Name,Evolution,Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Species,Height,Weight,abilities,ev_yield,catch_rate,base_friendship,base_experience,growth_rate,eggs_groups,gender_rate,eggs_cycles_rate
767,Delphox, ,Fire Psychic,534,75,69,72,114,100,104,Fox Pokémon,1.5 m (4′11″),39.0 kg (86.0 lbs),1. BlazeMagician (hidden ability),3 Special Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),240,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)"
768,Froakie, ,Water ,314,41,56,40,62,44,71,Bubble Frog Pokémon,0.3 m (1′00″),7.0 kg (15.4 lbs),1. TorrentProtean (hidden ability),1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,Water 1,"87.5% male, 12.5% female","20 (4,884–5,140 steps)"
769,Frogadier, ,Water ,405,54,63,52,83,56,97,Bubble Frog Pokémon,0.6 m (2′00″),10.9 kg (24.0 lbs),1. TorrentProtean (hidden ability),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,Water 1,"87.5% male, 12.5% female","20 (4,884–5,140 steps)"
770,Greninja, ,Water Dark,530,72,95,67,103,71,122,Ninja Pokémon,1.5 m (4′11″),40.0 kg (88.2 lbs),1. TorrentProtean (hidden ability),3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,Water 1,"87.5% male, 12.5% female","20 (4,884–5,140 steps)"
771,Greninja,Ash-Greninja,Water Dark,640,72,145,67,153,71,132,Ninja Pokémon,1.5 m (4′11″),40.0 kg (88.2 lbs),1. TorrentProtean (hidden ability),3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,Water 1,"87.5% male, 12.5% female","20 (4,884–5,140 steps)"
772,Bunnelby, ,Normal ,237,38,36,38,32,36,57,Digging Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. Pickup2. Cheek PouchHuge Power (hidden ability),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),47,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
773,Diggersby, ,Normal Ground,423,85,56,77,50,77,78,Digging Pokémon,1.0 m (3′03″),42.4 kg (93.5 lbs),1. Pickup2. Cheek PouchHuge Power (hidden ability),2 HP,"127 (16.6% with PokéBall, full HP)",50 (normal),148,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)"
774,Fletchling, ,Normal Flying,278,45,50,43,40,38,62,Tiny Robin Pokémon,0.3 m (1′00″),1.7 kg (3.7 lbs),1. Big PecksGale Wings (hidden ability),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)"
775,Fletchinder, ,Fire Flying,382,62,73,55,56,52,84,Ember Pokémon,0.7 m (2′04″),16.0 kg (35.3 lbs),1. Flame BodyGale Wings (hidden ability),2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),134,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)"
776,Talonflame, ,Fire Flying,499,78,81,71,74,69,126,Scorching Pokémon,1.2 m (3′11″),24.5 kg (54.0 lbs),1. Flame BodyGale Wings (hidden ability),3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),175,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)"
777,Scatterbug, ,Bug ,200,38,35,40,27,25,35,Scatterdust Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),1. Shield Dust2. Compound EyesFriend Guard (hidden ability),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),40,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
778,Spewpa, ,Bug ,213,45,22,60,27,30,29,Scatterdust Pokémon,0.3 m (1′00″),8.4 kg (18.5 lbs),1. Shed SkinFriend Guard (hidden ability),2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),75,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
779,Vivillon, ,Bug Flying,411,80,52,50,90,50,89,Scale Pokémon,1.2 m (3′11″),17.0 kg (37.5 lbs),1. Shield Dust2. Compound EyesFriend Guard (hidden ability),"1 HP, 1 Special Attack, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),185,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)"
780,Litleo, ,Fire Normal,369,62,50,58,73,54,72,Lion Cub Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),1. Rivalry2. UnnerveMoxie (hidden ability),1 Special Attack,"220 (28.8% with PokéBall, full HP)",50 (normal),74,Medium Slow,Field,"12.5% male, 87.5% female","20 (4,884–5,140 steps)"
781,Pyroar, ,Fire Normal,507,86,68,72,109,66,106,Royal Pokémon,1.5 m (4′11″),81.5 kg (179.7 lbs),1. Rivalry2. UnnerveMoxie (hidden ability),2 Special Attack,"65 (8.5% with PokéBall, full HP)",50 (normal),177,Medium Slow,Field,"12.5% male, 87.5% female","20 (4,884–5,140 steps)"
782,Flabébé, ,Fairy ,303,44,38,39,61,79,42,Single Bloom Pokémon,0.1 m (0′04″),0.1 kg (0.2 lbs),1. Flower VeilSymbiosis (hidden ability),1 Special Defense,"225 (29.4% with PokéBall, full HP)",50 (normal),61,Medium Fast,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)"
783,Floette, ,Fairy ,371,54,45,47,75,98,52,Single Bloom Pokémon,0.2 m (0′08″),0.9 kg (2.0 lbs),1. Flower VeilSymbiosis (hidden ability),2 Special Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),130,Medium Fast,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)"
784,Florges, ,Fairy ,552,78,65,68,112,154,75,Garden Pokémon,1.1 m (3′07″),10.0 kg (22.0 lbs),1. Flower VeilSymbiosis (hidden ability),3 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),248,Medium Fast,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)"
785,Skiddo, ,Grass ,350,66,65,48,62,57,52,Mount Pokémon,0.9 m (2′11″),31.0 kg (68.3 lbs),1. Sap SipperGrass Pelt (hidden ability),1 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),70,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
786,Gogoat, ,Grass ,531,123,100,62,97,81,68,Mount Pokémon,1.7 m (5′07″),91.0 kg (200.6 lbs),1. Sap SipperGrass Pelt (hidden ability),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
787,Pancham, ,Fighting ,348,67,82,62,46,48,43,Playful Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),1. Iron Fist2. Mold BreakerScrappy (hidden ability),1 Attack,"220 (28.8% with PokéBall, full HP)",50 (normal),70,Medium Fast,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)"
788,Pangoro, ,Fighting Dark,495,95,124,78,69,71,58,Daunting Pokémon,2.1 m (6′11″),136.0 kg (299.8 lbs),1. Iron Fist2. Mold BreakerScrappy (hidden ability),2 Attack,"65 (8.5% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)"
789,Furfrou, ,Normal ,472,75,80,60,65,90,102,Poodle Pokémon,1.2 m (3′11″),28.0 kg (61.7 lbs),1. Fur Coat,1 Speed,"160 (20.9% with PokéBall, full HP)",50 (normal),165,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
790,Espurr, ,Psychic ,355,62,48,54,63,60,68,Restraint Pokémon,0.3 m (1′00″),3.5 kg (7.7 lbs),1. Keen Eye2. InfiltratorOwn Tempo (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),71,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)"
791,Meowstic,Male,Psychic ,466,74,48,76,83,81,104,Constraint Pokémon,0.6 m (2′00″),8.5 kg (18.7 lbs),1. Keen Eye2. InfiltratorPrankster (hidden ability),2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Field,"100% male, 0% female","20 (4,884–5,140 steps)"
792,Meowstic,Female,Psychic ,466,74,48,76,83,81,104,Constraint Pokémon,0.6 m (2′00″),8.5 kg (18.7 lbs),1. Keen Eye2. InfiltratorPrankster (hidden ability),2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Field,"100% male, 0% female","20 (4,884–5,140 steps)"
793,Honedge, ,Steel Ghost,325,45,80,100,35,37,28,Sword Pokémon,0.8 m (2′07″),2.0 kg (4.4 lbs),1. No Guard,1 Defense,"180 (23.5% with PokéBall, full HP)",50 (normal),65,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
794,Doublade, ,Steel Ghost,448,59,110,150,45,49,35,Sword Pokémon,0.8 m (2′07″),4.5 kg (9.9 lbs),1. No Guard,2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),157,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
795,Aegislash,Shield Forme,Steel Ghost,500,60,50,140,50,140,60,Royal Sword Pokémon,1.7 m (5′07″),53.0 kg (116.8 lbs),1. Stance Change,"2 Defense, 1 Special Defense","45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
796,Aegislash,Blade Forme,Steel Ghost,500,60,140,50,140,50,60,Royal Sword Pokémon,1.7 m (5′07″),53.0 kg (116.8 lbs),1. Stance Change,"2 Defense, 1 Special Defense","45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
797,Spritzee, ,Fairy ,341,78,52,60,63,65,23,Perfume Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),1. HealerAroma Veil (hidden ability),1 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,Fairy,"50% male, 50% female","20  (4,884–5,140 steps)"
798,Aromatisse, ,Fairy ,462,101,72,72,99,89,29,Fragrance Pokémon,0.8 m (2′07″),15.5 kg (34.2 lbs),1. HealerAroma Veil (hidden ability),2 HP,"140 (18.3% with PokéBall, full HP)",50 (normal),162,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)"
799,Swirlix, ,Fairy ,341,62,48,66,59,57,49,Cotton Candy Pokémon,0.4 m (1′04″),3.5 kg (7.7 lbs),1. Sweet VeilUnburden (hidden ability),1 Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)"
800,Slurpuff, ,Fairy ,480,82,80,86,85,75,72,Meringue Pokémon,0.8 m (2′07″),5.0 kg (11.0 lbs),1. Sweet VeilUnburden (hidden ability),2 Defense,"140 (18.3% with PokéBall, full HP)",50 (normal),168,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)"
801,Inkay, ,Dark Psychic,288,53,54,53,37,46,45,Revolving Pokémon,0.4 m (1′04″),3.5 kg (7.7 lbs),1. Contrary2. Suction CupsInfiltrator (hidden ability),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,"Water 1, Water 2","50% male, 50% female","20 (4,884–5,140 steps)"
802,Malamar, ,Dark Psychic,482,86,92,88,68,75,73,Overturning Pokémon,1.5 m (4′11″),47.0 kg (103.6 lbs),1. Contrary2. Suction CupsInfiltrator (hidden ability),2 Attack,"80 (10.5% with PokéBall, full HP)",50 (normal),169,Medium Fast,"Water 1, Water 2","50% male, 50% female","20 (4,884–5,140 steps)"
803,Binacle, ,Rock Water,306,42,52,67,39,56,50,Two-Handed Pokémon,0.5 m (1′08″),31.0 kg (68.3 lbs),1. Sniper2. Tough ClawsPickpocket (hidden ability),1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),61,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
804,Barbaracle, ,Rock Water,500,72,105,115,54,86,68,Collective Pokémon,1.3 m (4′03″),96.0 kg (211.6 lbs),1. Sniper2. Tough ClawsPickpocket (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),175,Medium Fast,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)"
805,Skrelp, ,Poison Water,320,50,60,60,60,60,30,Mock Kelp Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),1. Poison Point2. Poison TouchAdaptability (hidden ability),1 Special Defense,"225 (29.4% with PokéBall, full HP)",50 (normal),64,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
806,Dragalge, ,Poison Dragon,494,65,75,90,97,123,44,Mock Kelp Pokémon,1.8 m (5′11″),81.5 kg (179.7 lbs),1. Poison Point2. Poison TouchAdaptability (hidden ability),2 Special Defense,"55 (7.2% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)"
807,Clauncher, ,Water ,330,50,53,62,58,63,44,Water Gun Pokémon,0.5 m (1′08″),8.3 kg (18.3 lbs),1. Mega Launcher,1 Special Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),66,Slow,"Water 1, Water 3","50% male, 50% female","15 (3,599–3,855 steps)"
808,Clawitzer, ,Water ,500,71,73,88,120,89,59,Howitzer Pokémon,1.3 m (4′03″),35.3 kg (77.8 lbs),1. Mega Launcher,2 Special Attack,"55 (7.2% with PokéBall, full HP)",50 (normal),100,Slow,"Water 1, Water 3","50% male, 50% female","15 (3,599–3,855 steps)"
809,Helioptile, ,Electric Normal,289,44,38,33,61,43,70,Generator Pokémon,0.5 m (1′08″),6.0 kg (13.2 lbs),1. Dry Skin2. Sand VeilSolar Power (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
810,Heliolisk, ,Electric Normal,481,62,55,52,109,94,109,Generator Pokémon,1.0 m (3′03″),21.0 kg (46.3 lbs),1. Dry Skin2. Sand VeilSolar Power (hidden ability),"1 Special Attack, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
811,Tyrunt, ,Rock Dragon,362,58,89,77,45,45,48,Royal Heir Pokémon,0.8 m (2′07″),26.0 kg (57.3 lbs),1. Strong JawSturdy (hidden ability),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),72,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","30 (7,454–7,710 steps)"
812,Tyrantrum, ,Rock Dragon,521,82,121,119,69,59,71,Despot Pokémon,2.5 m (8′02″),270.0 kg (595.2 lbs),1. Strong JawRock Head (hidden ability),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),182,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","30 (7,454–7,710 steps)"
813,Amaura, ,Rock Ice,362,77,59,50,67,63,46,Tundra Pokémon,1.3 m (4′03″),25.2 kg (55.6 lbs),1. RefrigerateSnow Warning (hidden ability),1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),72,Medium Fast,Monster,"87.5% male, 12.5% female","30 (7,454–7,710 steps)"
814,Aurorus, ,Rock Ice,521,123,77,72,99,92,58,Tundra Pokémon,2.7 m (8′10″),225.0 kg (496.0 lbs),1. RefrigerateSnow Warning (hidden ability),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),104,Medium Fast,Monster,"87.5% male, 12.5% female","30 (7,454–7,710 steps)"
815,Sylveon, ,Fairy ,525,95,65,65,110,130,60,Intertwining Pokémon,1.0 m (3′03″),23.5 kg (51.8 lbs),1. Cute CharmPixilate (hidden ability),2 Special Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)"
816,Hawlucha, ,Fighting Flying,500,78,92,75,74,63,118,Wrestling Pokémon,0.8 m (2′07″),21.5 kg (47.4 lbs),1. Limber2. UnburdenMold Breaker (hidden ability),2 Attack,"100 (13.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,"Flying, Human-Like","50% male, 50% female","20 (4,884–5,140 steps)"
817,Dedenne, ,Electric Fairy,431,67,58,57,81,67,101,Antenna Pokémon,0.2 m (0′08″),2.2 kg (4.9 lbs),1. Cheek Pouch2. PickupPlus (hidden ability),2 Speed,"180 (23.5% with PokéBall, full HP)",50 (normal),151,Medium Fast,"Fairy, Field","50% male, 50% female","20 (4,884–5,140 steps)"
818,Carbink, ,Rock Fairy,500,50,50,150,50,150,50,Jewel Pokémon,0.3 m (1′00″),5.7 kg (12.6 lbs),1. Clear BodySturdy (hidden ability),"1 Defense, 1 Special Defense","60 (7.8% with PokéBall, full HP)",50 (normal),100,Slow,"Fairy, Mineral",Genderless,"25 (6,169–6,425 steps)"
819,Goomy, ,Dragon ,300,45,50,35,55,75,40,Soft Tissue Pokémon,0.3 m (1′00″),2.8 kg (6.2 lbs),1. Sap Sipper2. HydrationGooey (hidden ability),1 Special Defense,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)"
820,Sliggoo, ,Dragon ,452,68,75,53,83,113,60,Soft Tissue Pokémon,0.8 m (2′07″),17.5 kg (38.6 lbs),1. Sap Sipper2. HydrationGooey (hidden ability),2 Special Defense,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),158,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)"
821,Goodra, ,Dragon ,600,90,100,70,110,150,80,Dragon Pokémon,2.0 m (6′07″),150.5 kg (331.8 lbs),1. Sap Sipper2. HydrationGooey (hidden ability),3 Special Defense,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),270,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)"
822,Klefki, ,Steel Fairy,470,57,80,91,80,87,75,Key Ring Pokémon,0.2 m (0′08″),3.0 kg (6.6 lbs),1. PranksterMagician (hidden ability),1 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)"
823,Phantump, ,Ghost Grass,309,43,70,48,50,60,38,Stump Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),1. Natural Cure2. FriskHarvest (hidden ability),1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),62,Medium Fast,"Amorphous, Grass","50% male, 50% female","20 (4,884–5,140 steps)"
824,Trevenant, ,Ghost Grass,474,85,110,76,65,82,56,Elder Tree Pokémon,1.5 m (4′11″),71.0 kg (156.5 lbs),1. Natural Cure2. FriskHarvest (hidden ability),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Amorphous, Grass","50% male, 50% female","20 (4,884–5,140 steps)"
825,Pumpkaboo,Average Size,Ghost Grass,335,49,66,70,44,55,51,Pumpkin Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. Pickup2. FriskInsomnia (hidden ability),1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
826,Pumpkaboo,Small Size,Ghost Grass,335,44,66,70,44,55,56,Pumpkin Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. Pickup2. FriskInsomnia (hidden ability),1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
827,Pumpkaboo,Large Size,Ghost Grass,335,54,66,70,44,55,46,Pumpkin Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. Pickup2. FriskInsomnia (hidden ability),1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
828,Pumpkaboo,Super Size,Ghost Grass,335,59,66,70,44,55,41,Pumpkin Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs),1. Pickup2. FriskInsomnia (hidden ability),1 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
829,Gourgeist,Average Size,Ghost Grass,494,65,90,122,58,75,84,Pumpkin Pokémon,0.9 m (2′11″),12.5 kg (27.6 lbs),1. Pickup2. FriskInsomnia (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
830,Gourgeist,Small Size,Ghost Grass,494,55,85,122,58,75,99,Pumpkin Pokémon,0.9 m (2′11″),12.5 kg (27.6 lbs),1. Pickup2. FriskInsomnia (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
831,Gourgeist,Large Size,Ghost Grass,494,75,95,122,58,75,69,Pumpkin Pokémon,0.9 m (2′11″),12.5 kg (27.6 lbs),1. Pickup2. FriskInsomnia (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
832,Gourgeist,Super Size,Ghost Grass,494,85,100,122,58,75,54,Pumpkin Pokémon,0.9 m (2′11″),12.5 kg (27.6 lbs),1. Pickup2. FriskInsomnia (hidden ability),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)"
833,Bergmite, ,Ice ,304,55,69,85,32,35,28,Ice Chunk Pokémon,1.0 m (3′03″),99.5 kg (219.4 lbs),1. Own Tempo2. Ice BodySturdy (hidden ability),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Mineral, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
834,Avalugg, ,Ice ,514,95,117,184,44,46,28,Iceberg Pokémon,2.0 m (6′07″),505.0 kg (1113.3 lbs),1. Own Tempo2. Ice BodySturdy (hidden ability),2 Defense,"55 (7.2% with PokéBall, full HP)",50 (normal),180,Medium Fast,"Mineral, Monster","50% male, 50% female","20 (4,884–5,140 steps)"
835,Noibat, ,Flying Dragon,245,40,30,35,45,40,55,Sound Wave Pokémon,0.5 m (1′08″),8.0 kg (17.6 lbs),1. Frisk2. InfiltratorTelepathy (hidden ability),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),49,Medium Fast,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)"
836,Noivern, ,Flying Dragon,535,85,70,80,97,80,123,Sound Wave Pokémon,1.5 m (4′11″),85.0 kg (187.4 lbs),1. Frisk2. InfiltratorTelepathy (hidden ability),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),187,Medium Fast,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)"
837,Xerneas, ,Fairy ,680,126,131,95,131,98,99,Life Pokémon,3.0 m (9′10″),215.0 kg (474.0 lbs),1. Fairy Aura,3 HP,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
838,Yveltal, ,Dark Flying,680,126,131,95,131,98,99,Destruction Pokémon,5.8 m (19′00″),203.0 kg (447.5 lbs),1. Dark Aura,3 HP,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
839,Zygarde,50% Forme,Dragon Ground,600,108,100,121,81,95,95,Order Pokémon,5.0 m (16′05″),305.0 kg (672.4 lbs),1. Aura Break2. Power Construct,3 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
840,Zygarde,10% Forme,Dragon Ground,486,54,100,71,61,85,115,Order Pokémon,5.0 m (16′05″),305.0 kg (672.4 lbs),1. Aura Break2. Power Construct,3 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
841,Zygarde,Complete Forme,Dragon Ground,708,216,100,121,91,95,85,Order Pokémon,5.0 m (16′05″),305.0 kg (672.4 lbs),1. Aura Break2. Power Construct,3 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
842,Diancie, ,Rock Fairy,600,50,100,150,100,150,50,Jewel Pokémon,0.7 m (2′04″),8.8 kg (19.4 lbs),1. Clear Body,"1 Defense, 2 Special Defense","3 (0.4% with PokéBall, full HP)",50 (normal),270,Slow,Undiscovered,Genderless,"25 (6,169–6,425 steps)"
843,Diancie,Mega Diancie,Rock Fairy,700,50,160,110,160,110,110,Jewel Pokémon,0.7 m (2′04″),8.8 kg (19.4 lbs),1. Clear Body,"1 Defense, 2 Special Defense","3 (0.4% with PokéBall, full HP)",50 (normal),270,Slow,Undiscovered,Genderless,"25 (6,169–6,425 steps)"
844,Hoopa,Hoopa Confined,Psychic Ghost,600,80,110,60,150,130,70,Mischief Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Magician,3 Special Attack,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
845,Hoopa,Hoopa Unbound,Psychic Dark,680,80,160,60,170,130,80,Mischief Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Magician,3 Special Attack,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
846,Volcanion, ,Fire Water,600,80,110,120,130,90,70,Steam Pokémon,1.7 m (5′07″),195.0 kg (429.9 lbs),1. Water Absorb,3 Special Attack,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)"
847,Rowlet, ,Grass Flying,320,68,55,55,50,50,42,Grass Quill Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),1. OvergrowLong Reach (hidden ability),1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,Flying,"87.5% male, 12.5% female","15 (3,599–3,855 steps)"
848,Dartrix, ,Grass Flying,420,78,75,75,70,70,52,Blade Quill Pokémon,0.7 m (2′04″),16.0 kg (35.3 lbs),1. OvergrowLong Reach (hidden ability),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,Flying,"87.5% male, 12.5% female","15 (3,599–3,855 steps)"
849,Decidueye, ,Grass Ghost,530,78,107,75,100,100,70,Arrow Quill Pokémon,1.6 m (5′03″),36.6 kg (80.7 lbs),1. OvergrowLong Reach (hidden ability),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,Flying,"87.5% male, 12.5% female","15 (3,599–3,855 steps)"
850,Litten, ,Fire ,320,45,65,40,60,40,70,Fire Cat Pokémon,0.4 m (1′04″),4.3 kg (9.5 lbs),1. BlazeIntimidate (hidden ability),1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,Field,"87.5% male, 12.5% female","15 (3,599–3,855 steps)"
851,Torracat, ,Fire ,420,65,85,50,80,50,90,Fire Cat Pokémon,0.7 m (2′04″),25.0 kg (55.1 lbs),1. BlazeIntimidate (hidden ability),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,Field,"87.5% male, 12.5% female","15 (3,599–3,855 steps)"
